personId,Name,BirthYear,DeathYear,Profession,KnownForTitles
nm0005210,Tim McGraw,1967,NULL,"music_artist,actor,producer","tt1964418,tt0878804,tt0390022,tt0434215"
nm0005212,Ian McKellen,1939,NULL,"actor,writer,producer","tt0120737,tt0120684,tt0167260,tt0114279"
nm0005216,Janet McTeer,1961,NULL,"actress,writer,producer","tt1602098,tt2674426,tt0161023,tt9764362"
nm0005218,Tim Meadows,1961,NULL,"actor,writer,camera_department","tt0377092,tt0213790,tt3960412,tt0841046"
nm0005219,Mike Medavoy,1941,NULL,"producer,actor,executive","tt0947798,tt0405676,tt0482546,tt0443706"
nm0005221,Christopher Meloni,1961,NULL,"actor,producer,director","tt0770828,tt0366551,tt0243655,tt0458481"
nm0005222,Sam Mendes,1965,NULL,"producer,director,miscellaneous","tt8579674,tt14402146,tt0257044,tt1074638"
nm0005230,Michael Michele,1966,NULL,"actress,producer","tt0251127,tt0108757,tt0102526,tt0279331"
nm0005231,Dash Mihok,1974,NULL,"actor,director,producer","tt2249007,tt0120863,tt12024308,tt0117509"
nm0005232,Izabella Miko,1981,NULL,"actress,producer,director","tt0200550,tt0348914,tt0800320,tt5638056"
nm0005237,Anthony Minghella,1954,2008,"script_department,writer,producer","tt0134119,tt0159365,tt0116209,tt0103129"
nm0005238,Beverley Mitchell,1981,NULL,"actress,producer,director","tt0115083,tt0432348,tt0115986,tt0323810"
nm0005246,Esai Morales,1962,NULL,"actor,producer,director","tt9603212,tt0093378,tt0106079,tt0085210"
nm0005251,Carrie-Anne Moss,1967,NULL,"actress,producer,archive_footage","tt0133093,tt0209144,tt0242653,tt0457572"
nm0005253,Elisabeth Moss,1982,NULL,"actress,producer,director","tt1051906,tt2756032,tt5834204,tt6857112"
nm0005256,Bridget Moynahan,1971,NULL,"actress,director,producer","tt0343818,tt1217613,tt2911666,tt0399295"
nm0005258,Patrick Muldoon,1968,NULL,"actor,producer,writer","tt0120201,tt27775403,tt11196036,tt6722802"
nm0005261,Brittany Murphy,1977,2009,"actress,producer,soundtrack","tt0112697,tt0305711,tt0172493,tt0298203"
nm0005264,Elise Neal,1966,NULL,"actress,producer","tt0410097,tt0120082,tt3315342,tt0119695"
nm0005265,Kevin Nealon,1953,NULL,"actor,writer,producer","tt0072562,tt0439100,tt0116483,tt0120888"
nm0005266,Craig T. Nelson,1944,NULL,"actor,producer,director","tt0096560,tt0317705,tt0084516,tt0356680"
nm0005271,Randy Newman,1943,NULL,"music_artist,music_department,composer","tt0780521,tt0312172,tt0114709,tt7653254"
nm0005272,Thomas Ian Nicholas,1980,NULL,"actor,producer,director","tt8597594,tt3576794,tt0878835,tt0292644"
nm0005273,Alessandro Nivola,1972,NULL,"actor,producer,executive","tt8999762,tt1800241,tt6108178,tt0119094"
nm0005278,Jerry O'Connell,1974,NULL,"actor,producer,director","tt0092005,tt0112167,tt0257568,tt0120082"
nm0005281,Jodi Lyn O'Keefe,1978,NULL,"actress,archive_footage","tt0160862,tt0120694,tt0202402,tt0455275"
nm0005282,Mike O'Malley,1966,NULL,"actor,producer,writer","tt0380623,tt0765476,tt3263904,tt1327801"
nm0005286,Haley Joel Osment,1988,NULL,"actor,producer,soundtrack","tt0167404,tt0212720,tt0223897,tt0327137"
nm0005294,Paula Jai Parker,1969,NULL,"actress,director,producer","tt0410097,tt0113118,tt0183649,tt0257756"
nm0005295,Trey Parker,1969,NULL,"music_department,writer,producer","tt0121955,tt0158983,tt0124819,tt0372588"
nm0005299,Sarah Paulson,1974,NULL,"actress,producer,director","tt2024544,tt8633478,tt1844624,tt6823368"
nm0005304,Michael Penn,1958,NULL,"composer,soundtrack,music_department","tt1723816,tt0118749,tt0862846,tt0119256"
nm0005305,Piper Perabo,1976,NULL,"actress,producer,soundtrack","tt0200550,tt0482571,tt6189022,tt4236770"
nm0005307,Jon Peters,1945,NULL,"producer,actor,make_up_department","tt1517451,tt0093260,tt0248667,tt0770828"
nm0005315,Jeremy Piven,1965,NULL,"actor,producer,writer","tt0240890,tt0119229,tt0387199,tt1517489"
nm0005316,Mary Kay Place,1947,NULL,"actress,director,writer","tt0120601,tt0074021,tt0172493,tt0085244"
nm0005323,Paula Poundstone,1959,NULL,"actress,writer,producer","tt0197159,tt2096673,tt0141270,tt0298261"
nm0005331,Francesco Quinn,1963,2011,"actor,miscellaneous,director","tt0091763,tt1399103,tt0452046,tt0892318"
nm0005337,Theresa Randle,1964,NULL,"actress,soundtrack,archive_footage","tt0112442,tt0172156,tt0109254,tt0120177"
nm0005339,Kim Raver,1969,NULL,"actress,producer,director","tt0285331,tt0477347,tt2070791,tt0413573"
nm0005342,Norman Reedus,NULL,NULL,"actor,producer,soundtrack","tt13062500,tt5547946,tt21454134,tt0144117"
nm0005346,Tara Reid,1975,NULL,"actress,producer,soundtrack","tt0163651,tt0118715,tt0369226,tt0236348"
nm0005351,Ryan Reynolds,1976,NULL,"actor,producer,writer","tt5463162,tt6263850,tt1431045,tt1462758"
nm0005363,Guy Ritchie,1968,NULL,"writer,director,producer","tt0988045,tt0120735,tt0208092,tt13210838"
nm0005366,Jay Roach,1957,NULL,"producer,director,writer","tt3203606,tt6394270,tt0118655,tt0109303"
nm0005371,Robbie Robertson,1943,2023,"music_artist,music_department,actor","tt5537002,tt0993846,tt1302006,tt0349710"
nm0005377,Sam Rockwell,1968,NULL,"actor,producer,director","tt1182345,tt5027774,tt0270288,tt1931533"
nm0005380,Ray Romano,1957,NULL,"actor,writer,producer","tt0115167,tt1302006,tt5462602,tt0268380"
nm0005381,Rebecca Romijn,1972,NULL,"actress,producer,soundtrack","tt0120903,tt0280665,tt0290334,tt0376994"
nm0005387,Joe Roth,1948,NULL,"producer,production_manager,director","tt0427309,tt1587310,tt1735898,tt2381991"
nm0005389,Victoria Rowell,1959,NULL,"actress,director,writer","tt0109686,tt0104114,tt0105986,tt0069658"
nm0005392,Keri Russell,1976,NULL,"actress,producer,soundtrack","tt0317919,tt2103281,tt0134247,tt0473308"
nm0005403,Jason Schwartzman,1980,NULL,"actor,music_department,producer","tt0128445,tt0838221,tt1748122,tt0446029"
nm0005405,Seann William Scott,1976,NULL,"actor,producer,writer","tt0163651,tt0328828,tt0252866,tt0377818"
nm0005406,William Lee Scott,1973,NULL,"actor,writer,archive_footage","tt0289879,tt0187078,tt0132477,tt0213149"
nm0005408,Katey Sagal,1954,NULL,"actress,producer,music_department","tt0149460,tt0092400,tt0312081,tt1124373"
nm0005412,Jane Seymour,1951,NULL,"actress,producer,soundtrack","tt0081534,tt0103405,tt0070328,tt0396269"
nm0005416,Vinessa Shaw,1976,NULL,"actress,director,producer","tt0381849,tt0107120,tt0120663,tt0243736"
nm0005417,Lin Shaye,1943,NULL,"actress,producer,writer","tt1591095,tt0308152,tt3195644,tt0129387"
nm0005421,Ron Shelton,1945,NULL,"writer,director,producer","tt0094812,tt0329717,tt0105812,tt0117918"
nm0005427,Cynthia Sikes,1954,NULL,"actress,producer,archive_footage","tt1856101,tt0094678,tt0112022,tt0083483"
nm0005428,Joel Silver,1952,NULL,"producer,miscellaneous,actor","tt3799694,tt5444294,tt0133093,tt0095016"
nm0005436,John Singleton,1968,2019,"producer,writer,director","tt0101507,tt0430105,tt0162650,tt0255819"
nm0005441,Lindsay Sloane,NULL,NULL,"actress,soundtrack,archive_footage","tt0204946,tt1386588,tt0815236,tt0314786"
nm0005442,Amy Smart,1976,NULL,"actress,soundtrack,archive_footage","tt0120201,tt0250687,tt0479884,tt0433400"
nm0005443,Jean Smart,1951,NULL,"actress,producer,executive","tt10640346,tt0285331,tt0333766,tt2140479"
nm0005445,Kerr Smith,1972,NULL,"actor,director,archive_footage","tt0195714,tt0118300,tt1179891,tt1442109"
nm0005450,David Spade,1964,NULL,"actor,writer,producer","tt0245686,tt0114694,tt0437863,tt0120917"
nm0005454,Scott Speedman,1975,NULL,"actor,soundtrack,archive_footage","tt0320691,tt0482606,tt2355495,tt0401855"
nm0005458,Jason Statham,1967,NULL,"actor,producer,stunts","tt0479884,tt2820852,tt3079380,tt1297919"
nm0005460,Mary Steenburgen,1953,NULL,"actress,producer,music_department","tt1204975,tt0838283,tt0099088,tt0080025"
nm0005461,Gwen Stefani,1969,NULL,"music_artist,writer,actress","tt1679335,tt0338751,tt0196229,tt1291150"
nm0005462,Leslie Stefanson,1971,NULL,actress,"tt0144214,tt0269347,tt0217869,tt6823368"
nm0005466,Julia Stiles,1981,NULL,"actress,producer,director","tt0147800,tt0206275,tt1045658,tt0337697"
nm0005467,Jerry Stiller,1927,2020,"actor,producer,writer","tt0427327,tt0408839,tt0098904,tt0196229"
nm0005468,Michael Stipe,1960,NULL,"actor,composer,producer","tt0120601,tt0125664,tt0116629,tt0259711"
nm0005476,Hilary Swank,1974,NULL,"actress,producer,soundtrack","tt0405159,tt0171804,tt0431308,tt2398231"
nm0005489,Courtney Thorne-Smith,1967,NULL,"actress,producer,soundtrack","tt0118254,tt0285351,tt0094072,tt0103491"
nm0005491,Maura Tierney,1965,NULL,"actress,producer,soundtrack","tt0108757,tt0119528,tt1226837,tt0278504"
nm0005493,Justin Timberlake,1981,NULL,"music_artist,actor,composer","tt1679335,tt1285016,tt6587640,tt1637688"
nm0005494,Steve Tisch,1949,NULL,"producer,actor,miscellaneous","tt0109830,tt0119925,tt0814314,tt11003218"
nm0005499,Lily Tomlin,1939,NULL,"actress,producer,writer","tt0073440,tt4270516,tt0080319,tt0086873"
nm0005509,Jon Turteltaub,1963,NULL,"producer,director,writer","tt0106611,tt0114924,tt0117333,tt0368891"
nm0005512,Mike Tyson,1966,NULL,"actor,producer,writer","tt1119646,tt1411697,tt2888046,tt1661382"
nm0005513,Alanna Ubach,1975,NULL,"actress,producer,director","tt6394270,tt2380307,tt8772296,tt2817246"
nm0005517,Gabrielle Union,1972,NULL,"actress,producer,soundtrack","tt0204946,tt0172156,tt0301181,tt0147800"
nm0005519,Wilmer Valderrama,1980,NULL,"actor,producer,director","tt0165598,tt1583420,tt0364845,tt0460792"
nm0005520,Amber Valletta,1974,NULL,"actress,producer,archive_footage","tt1034032,tt0386588,tt0455760,tt0388482"
nm0005523,Steven Van Zandt,1950,NULL,"actor,music_department,writer","tt0141842,tt1958961,tt0404390,tt0113986"
nm0005524,Courtney B. Vance,1960,NULL,"actor,producer,soundtrack","tt0099810,tt0186566,tt0093137,tt0112792"
nm0005527,Sofía Vergara,1972,NULL,"actress,producer,soundtrack","tt2967224,tt1442437,tt2883512,tt0430105"
nm0005531,Donnie Wahlberg,1969,NULL,"actor,producer,composer","tt0432348,tt0117438,tt0285531,tt0167404"
nm0005532,Kate Walsh,1967,NULL,"actress,producer,soundtrack","tt1659337,tt0413573,tt1038686,tt0367479"
nm0005540,Keenen Ivory Wayans,1958,NULL,"writer,producer,actor","tt0381707,tt0095348,tt0098830,tt0430304"
nm0005541,Marlon Wayans,1972,NULL,"actor,writer,producer","tt0381707,tt0430304,tt0116126,tt1046173"
nm0005544,Harvey Weinstein,1952,NULL,"producer,actor,writer","tt0138097,tt0120737,tt3460252,tt2170593"
nm0005545,Jerry Weintraub,1937,2015,"producer,actor,miscellaneous","tt0118661,tt0106918,tt1291580,tt0110657"
nm0005547,Alexandra Wentworth,1965,NULL,"actress,writer,producer","tt1230414,tt0116695,tt0151804,tt5507340"
nm0005549,Haskell Wexler,1922,2015,"cinematographer,camera_department,director","tt0064652,tt0061811,tt0061184,tt0073486"
nm0005561,Luke Wilson,1971,NULL,"actor,producer,director","tt0302886,tt0265666,tt0115734,tt0452702"
nm0005562,Owen Wilson,1968,NULL,"actor,producer,writer","tt0265666,tt0115734,tt0396269,tt0335438"
nm0005563,Irwin Winkler,1931,NULL,"producer,writer,director","tt0264796,tt3076658,tt0099685,tt0075148"
nm0005569,Alfre Woodard,1952,NULL,"actress,producer,miscellaneous","tt0117731,tt2024544,tt3322940,tt0272152"
nm0005570,Bud Yorkin,1926,2015,"producer,director,writer","tt1856101,tt0068128,tt0083658,tt0327699"
nm0005573,Richard D. Zanuck,1934,2012,"producer,miscellaneous,production_manager","tt0097239,tt0120647,tt0088933,tt0073195"
nm0005577,Portia de Rossi,1973,NULL,"actress,producer,soundtrack","tt0367279,tt0120082,tt0257516,tt0145531"
nm0005593,Chris L. Spellman,NULL,NULL,"production_designer,set_decorator,art_department","tt0829482,tt0910936,tt0118715,tt0109830"
nm0005606,Maurice LaMarche,1958,NULL,"actor,producer,sound_department","tt0149460,tt0112123,tt2948356,tt0096697"
nm0005630,Thomas E. Ackerman,1948,NULL,"cinematographer,camera_department,assistant_director","tt0426592,tt0250687,tt0119190,tt0090685"
nm0005633,John Alcott,1930,1986,"camera_department,cinematographer,archive_footage","tt0072684,tt0066921,tt0093640,tt0062622"
nm0005636,Thierry Arbogast,1957,NULL,"cinematographer,camera_department","tt0119116,tt0110413,tt0100263,tt0228786"
nm0005647,Andrzej Bartkowiak,NULL,NULL,"cinematographer,director,producer","tt0165929,tt0242445,tt0111257,tt0419706"
nm0005648,Bojan Bazelli,1957,NULL,"cinematographer,camera_department,actor","tt1210819,tt0356910,tt0298130,tt4731136"
nm0005657,Joseph F. Biroc,1903,1996,"cinematographer,camera_department,archive_footage","tt0072308,tt0067065,tt0038650,tt0058213"
nm0005664,Stephen H. Burum,1939,NULL,"cinematographer,visual_effects,camera_department","tt0094226,tt0098621,tt0117060,tt0183523"
nm0005665,Russell Carpenter,1950,NULL,"cinematographer,camera_department,producer","tt1630029,tt0120338,tt0478970,tt0111503"
nm0005675,Jordan Cronenweth,1935,1996,"cinematographer,camera_department,actor","tt0083658,tt0091738,tt0100685,tt0080360"
nm0005678,Dean Cundey,1946,NULL,"cinematographer,camera_department,miscellaneous","tt0107290,tt0112384,tt0096438,tt0082340"
nm0005679,Allen Daviau,1942,2020,"cinematographer,camera_department,writer","tt0083866,tt0092965,tt0101516,tt0088939"
nm0005683,Roger Deakins,1949,NULL,"cinematographer,camera_department,miscellaneous","tt1856101,tt1074638,tt8579674,tt0477348"
nm0005686,Tonino Delli Colli,1922,2005,"cinematographer,camera_department,actor","tt0091605,tt0118799,tt0104779,tt0109579"
nm0005687,Peter Deming,NULL,NULL,"cinematographer,camera_department,actor","tt0166924,tt9764362,tt6486762,tt4093826"
nm0005695,Frederick Elmes,1946,NULL,"cinematographer,camera_department,special_effects","tt8695030,tt2401256,tt5247022,tt0090756"
nm0005696,Robert Elswit,1950,NULL,"cinematographer,visual_effects,camera_department","tt0469494,tt0433383,tt2872718,tt0272338"
nm0005701,Daniel L. Fapp,1904,1986,"cinematographer,camera_department,archive_footage","tt0055614,tt0057115,tt0063121,tt0064639"
nm0005709,Robert Fraisse,1940,NULL,"cinematographer,camera_department,actor","tt0215750,tt0364970,tt0122690,tt0426883"
nm0005711,Freddie Francis,1917,2007,"director,cinematographer,camera_department","tt0080678,tt0166896,tt0097441,tt0101540"
nm0005714,Tak Fujimoto,1939,NULL,"cinematographer,camera_department,actor","tt0102926,tt0112857,tt0167404,tt0076759"
nm0005721,Blasco Giurato,1941,2022,"cinematographer,camera_department","tt0095765,tt4736486,tt0110917,tt0140332"
nm0005726,Jack N. Green,1946,NULL,"camera_department,cinematographer,director","tt0105695,tt0112579,tt0117998,tt0379786"
nm0005734,Conrad L. Hall,1926,2003,"cinematographer,camera_department,writer","tt0257044,tt0169547,tt0096244,tt0064115"
nm0005735,Ernest Haller,1896,1970,"cinematographer,camera_department,archive_footage","tt0031381,tt0037913,tt0056687,tt0048545"
nm0005737,Russell Harlan,1903,1974,"cinematographer,camera_department","tt0056592,tt0051201,tt0056059,tt0044121"
nm0005744,Slawomir Idziak,1945,NULL,"cinematographer,writer,camera_department","tt0108394,tt0265086,tt0119177,tt0228750"
nm0005749,Jeffrey Jur,NULL,NULL,"cinematographer,camera_department,archive_footage","tt8740790,tt14661396,tt0319969,tt0092890"
nm0005755,Victor J. Kemper,1927,2023,"cinematographer,camera_department,archive_footage","tt0088930,tt0080736,tt0085995,tt0078718"
nm0005772,Matthew F. Leonetti,1941,NULL,"cinematographer,camera_department,producer","tt0114558,tt0117731,tt0120844,tt0289879"
nm0005776,Karl Walter Lindenlaub,1957,NULL,"cinematographer,camera_department,writer","tt0116629,tt0111282,tt0097910,tt0105698"
nm0005791,Donald McAlpine,1934,NULL,"cinematographer,camera_department,director","tt0203009,tt0117509,tt2910904,tt0363771"
nm0005792,Ted D. McCord,1900,1976,"cinematographer,camera_department,miscellaneous","tt0059742,tt0040897,tt0048028,tt0056626"
nm0005793,Phil Meheux,1941,NULL,"cinematographer,camera_department,actor","tt0381061,tt0120053,tt0298814,tt0113189"
nm0005801,Douglas Milsome,1939,NULL,"cinematographer,camera_department,assistant_director","tt0093058,tt0102798,tt0107711,tt0118771"
nm0005806,Ira H. Morgan,1889,1959,"cinematographer,camera_department,actor","tt0027977,tt0025424,tt0040243,tt0021345"
nm0005816,Miroslav Ondrícek,1934,2015,"cinematographer,camera_department,archive_footage","tt0086879,tt0063850,tt0079261,tt0084917"
nm0005836,Dick Pope,1947,2024,"cinematographer,camera_department,actor","tt0443543,tt2473794,tt0383694,tt0117589"
nm0005845,Owen Roizman,1936,2023,"cinematographer,actor,camera_department","tt0067116,tt0084805,tt0070047,tt0074958"
nm0005849,Harold Rosson,1895,1988,"cinematographer,camera_department,assistant_director","tt0042208,tt0045152,tt0027657,tt0032138"
nm0005852,John L. Russell,1905,1967,"cinematographer,camera_department,sound_department","tt0054215,tt0045395,tt0048150,tt0043778"
nm0005856,Theo van de Sande,1947,NULL,"cinematographer,camera_department,producer","tt0120461,tt0120611,tt0110725,tt0419946"
nm0005859,Tobias A. Schliessler,1958,NULL,"cinematographer,camera_department,producer","tt2771200,tt0443489,tt1091191,tt0390022"
nm0005868,John Seale,1942,NULL,"camera_department,cinematographer,director","tt1392190,tt0116209,tt0090329,tt0159365"
nm0005871,Dean Semler,1943,NULL,"cinematographer,camera_department,assistant_director","tt0472043,tt0099348,tt0082694,tt0097162"
nm0005875,Newton Thomas Sigel,1955,NULL,"cinematographer,camera_department,director","tt9130508,tt9777644,tt1727824,tt0780504"
nm0005878,Douglas Slocombe,1913,2016,"cinematographer,camera_department,archive_footage","tt0073631,tt0071577,tt0070239,tt0082971"
nm0005883,Dante Spinotti,1943,NULL,"cinematographer,camera_department,actor","tt0119488,tt0104691,tt0140352,tt0113277"
nm0005886,Vittorio Storaro,1940,NULL,"cinematographer,camera_department,actor","tt0093389,tt0099422,tt0078788,tt5825380"
nm0005891,Tim Suhrstedt,1948,NULL,"cinematographer,camera_department","tt0096928,tt0387808,tt0095690,tt0090887"
nm0005892,Robert Surtees,1906,1985,"cinematographer,camera_department,miscellaneous","tt0052618,tt0061722,tt0067328,tt0070735"
nm0005893,Peter Suschitzky,1941,NULL,"cinematographer,camera_department,director","tt0765443,tt0094964,tt0102511,tt0399146"
nm0005897,David Tattersall,1960,NULL,"cinematographer,camera_department,editor","tt0120689,tt0120915,tt0121766,tt0435705"
nm0005904,Gregg Toland,1904,1948,"cinematographer,camera_department,director","tt0033467,tt0032145,tt0036868,tt0032551"
nm0005906,Roland Totheroh,1890,1967,"cinematographer,actor,camera_department","tt0015864,tt0021749,tt0027977,tt0032553"
nm0005909,Brian Tufano,1939,2023,"cinematographer,camera_department,director","tt0117951,tt0083658,tt0249462,tt0111149"
nm0005910,Geoffrey Unsworth,1914,1978,"cinematographer,camera_department,actor","tt0068327,tt0062622,tt0078346,tt0080009"
nm0005911,Jost Vacano,1934,NULL,"cinematographer,camera_department,archive_footage","tt0082096,tt0120201,tt0093870,tt0100802"
nm0005929,Oliver Wood,1942,2023,"cinematographer,camera_department,actor","tt0440963,tt1386588,tt0119094,tt5108870"
nm0005934,Robert D. Yeoman,1951,NULL,"cinematographer,camera_department,actor","tt2278388,tt14230388,tt1748122,tt0097240"
nm0005936,Vilmos Zsigmond,1930,2016,"cinematographer,camera_department,actor","tt0387877,tt0075860,tt0070334,tt0077416"
nm0005966,Terence Blanchard,1962,NULL,"composer,music_department,actor","tt7349662,tt0307901,tt8093700,tt0454848"
nm0006010,Stanley Clarke,1951,NULL,"composer,music_department,actor","tt0101507,tt0281322,tt0165929,tt0293662"
nm0006015,Bill Conti,1942,NULL,"music_department,composer,actor","tt0082398,tt0075148,tt0091326,tt0086197"
nm0006020,Bruno Coulais,1954,NULL,"composer,music_department,actor","tt0372824,tt5198068,tt0301727,tt0327597"
nm0006035,Alexandre Desplat,1961,NULL,"composer,music_department,actor","tt1504320,tt1024648,tt0436697,tt2431286"
nm0006037,Adolph Deutsch,1897,1980,"composer,music_department,actor","tt0047472,tt0053604,tt0048445,tt0033870"
nm0006041,Klaus Doldinger,1936,NULL,"composer,music_department,actor","tt0082096,tt0088323,tt0496806,tt0071459"
nm0006050,Anne Dudley,1956,NULL,"composer,music_department,actress","tt0104036,tt0119164,tt3716530,tt6823148"
nm0006055,Randy Edelman,1947,NULL,"music_department,composer,actor","tt0104691,tt0295701,tt0118615,tt0120828"
nm0006070,George Fenton,1949,NULL,"composer,music_department,actor","tt0107048,tt0120631,tt1038919,tt0770752"
nm0006075,Brad Fiedel,1951,NULL,"music_department,composer,actor","tt0103064,tt0111503,tt0088247,tt0113481"
nm0006085,Arthur Freed,1894,1973,"producer,music_department,actor","tt0043278,tt0045152,tt0110413,tt0053125"
nm0006099,Richard Gibbs,1955,NULL,"music_department,composer,actor","tt0407362,tt0118998,tt0238546,tt0147800"
nm0006106,Elliot Goldenthal,1954,NULL,"music_department,composer,director","tt0173840,tt0120679,tt0257076,tt0106697"
nm0006115,Dave Grusin,1934,NULL,"music_department,composer,actor","tt0097322,tt0106918,tt0061722,tt0084805"
nm0006132,Kenyon Hopkins,1912,1983,"music_department,composer,soundtrack","tt0050083,tt0054997,tt0056753,tt0060009"
nm0006133,James Newton Howard,1951,NULL,"music_department,composer,soundtrack","tt0360717,tt0468569,tt0372784,tt0368447"
nm0006142,Mark Isham,1951,NULL,"composer,music_department,actor","tt0375679,tt2140479,tt8080122,tt0453562"
nm0006145,Laurie Johnson,1927,2024,"music_department,composer,producer","tt0057012,tt0357413,tt0054518,tt0164295"
nm0006183,Mark Mancina,1957,NULL,"music_department,composer,soundtrack","tt0117998,tt0111257,tt0120855,tt0139654"
nm0006205,Mark Mothersbaugh,1950,NULL,"composer,music_department,actor","tt3501632,tt7979580,tt0265666,tt0128445"
nm0006215,Lennie Niehaus,1929,2020,"music_department,composer,soundtrack","tt0186566,tt0112579,tt0105695,tt0091187"
nm0006217,Jack Nitzsche,1937,2000,"composer,music_department,actor","tt0084434,tt0070047,tt0073486,tt0203009"
nm0006219,Michael Nyman,1944,NULL,"composer,music_department,director","tt0107822,tt0119177,tt0097108,tt0129332"
nm0006231,Basil Poledouris,1945,2006,"music_department,composer,actor","tt0093870,tt0099810,tt0080453,tt0082198"
nm0006246,A.R. Rahman,1967,NULL,"music_artist,composer,music_department","tt1010048,tt0169102,tt3148502,tt0449994"
nm0006251,Graeme Revell,1955,NULL,"composer,music_department,actor","tt0109506,tt0120053,tt0146316,tt0287978"
nm0006277,Lalo Schifrin,1932,NULL,"music_department,composer,actor","tt0120812,tt0060009,tt0117060,tt0120755"
nm0006288,David Shire,1937,NULL,"music_department,composer,writer","tt0443706,tt0091949,tt0072251,tt0076666"
nm0006290,Howard Shore,1946,NULL,"music_department,composer,actor","tt0120737,tt14549466,tt1480656,tt0903624"
nm0006293,Alan Silvestri,1950,NULL,"composer,music_department,soundtrack","tt0338348,tt0109830,tt0458339,tt4154796"
nm0006323,Dimitri Tiomkin,1894,1979,"music_department,composer,producer","tt0044706,tt0054953,tt0046912,tt0049261"
nm0006331,Vangelis,1943,2022,"composer,music_department,actor","tt0083658,tt0082158,tt0346491,tt0103594"
nm0006353,Ronna Kress,NULL,NULL,"casting_department,casting_director","tt0203009,tt1392190,tt2582846,tt1431045"
nm0006366,Sean Albertson,NULL,NULL,"editor,producer,editorial_department","tt26658104,tt1291584,tt0462499,tt6905686"
nm0006388,David O. Selznick,1902,1965,"producer,miscellaneous,writer","tt0031381,tt0032976,tt0038787,tt0038499"
nm0006440,Michael Doven,1959,NULL,"producer,miscellaneous,actor","tt0325710,tt0120755,tt0181689,tt4801232"
nm0006463,Jason Kravits,1967,NULL,"actor,soundtrack","tt0118437,tt0327162,tt0230838,tt1126618"
nm0006476,Paul McGuigan,1963,NULL,"director,producer,archive_footage","tt0425210,tt0324554,tt1976009,tt0122515"
nm0006509,Rodrigo Prieto,1965,NULL,"cinematographer,actor,director","tt0388795,tt0993846,tt5537002,tt1517268"
nm0006516,Chris Terrio,1976,NULL,"writer,producer,director","tt2527338,tt1024648,tt2975590,tt12361974"
nm0006522,Haydn Gwynne,1957,2023,actress,"tt2771200,tt12299608,tt0098781,tt0384766"
nm0006534,Phil Hay,NULL,NULL,"writer,producer,actor","tt7137380,tt2400463,tt11875316,tt0250224"
nm0006535,Doug Hutchison,1960,NULL,"actor,writer,producer","tt0120689,tt0450314,tt0277027,tt0235737"
nm0006570,Russell Boyd,1944,NULL,"cinematographer,camera_department,director","tt0311113,tt0073540,tt0082432,tt0076299"
nm0006596,Shelley Malil,1964,NULL,"actor,miscellaneous,soundtrack","tt0405422,tt0372183,tt0233469,tt0311289"
nm0006610,Donal Logue,1966,NULL,"actor,producer,director","tt0120611,tt0443706,tt0187393,tt0234853"
nm0006613,Don Murphy,1966,NULL,"producer,miscellaneous,actor","tt0110632,tt0120681,tt0118636,tt0418279"
nm0006628,Nathalie Cheron,NULL,NULL,"casting_director,casting_department","tt2872732,tt0237534,tt0110413,tt0258463"
nm0006669,William Sadler,1950,NULL,"actor,producer,director","tt0101452,tt0111161,tt0884328,tt0099423"
nm0006670,Paul F. Tompkins,1968,NULL,"actor,writer,producer","tt3398228,tt0469494,tt0398286,tt0365830"
nm0006701,John Schwartzman,1960,NULL,"cinematographer,camera_department,actor","tt0329575,tt0213149,tt0120591,tt14856980"
nm0006713,Rachael Harris,NULL,NULL,"actress,camera_department,producer","tt1119646,tt1196141,tt4052886,tt1632701"
nm0006721,Susan May Pratt,1974,NULL,"actress,soundtrack,archive_footage","tt0147800,tt0164114,tt0470055,tt4178092"
nm0006727,Susie Farris,NULL,NULL,"casting_director,casting_department","tt0417148,tt0181316,tt12747748,tt4158110"
nm0006755,Scott Chambliss,NULL,NULL,"production_designer,art_department,art_director","tt3741700,tt3896198,tt0796366,tt1964418"
nm0006765,Vidhu Vinod Chopra,1952,NULL,"writer,producer,director","tt23849204,tt1187043,tt0456144,tt0374887"
nm0006777,John Axelrad,NULL,NULL,"editor,editorial_department,miscellaneous","tt2935510,tt5093026,tt0439815,tt1212428"
nm0006872,Sergio Donati,1933,2024,"writer,actor,assistant_director","tt0091828,tt0064116,tt0067140,tt0076504"
nm0006894,Michael De Luca,1965,NULL,"producer,miscellaneous,writer","tt1535109,tt1285016,tt0765010,tt1210166"
nm0006904,Tony Gilroy,1956,NULL,"writer,producer,director","tt0465538,tt3748528,tt9253284,tt2872718"
nm0006911,Steve Yedlin,1975,NULL,"cinematographer,camera_department,visual_effects","tt1276104,tt2126355,tt8946378,tt2527336"
nm0006921,Sean Cossey,NULL,NULL,"casting_department,casting_director","tt6470478,tt5420376,tt1325004,tt0319343"
nm0006969,Elizabeth Banks,1974,NULL,"actress,producer,director","tt1392170,tt1951265,tt0903657,tt1490017"
nm0006970,Patricia Belcher,1954,NULL,"actress,producer,soundtrack","tt0263488,tt0099582,tt1022603,tt0785007"
nm0006987,Jsu Garcia,1963,NULL,"actor,producer,director","tt0087800,tt0480239,tt0233469,tt0277434"
nm0007011,Robert Salerno,NULL,NULL,"director,writer,producer","tt0315733,tt1315981,tt4550098,tt29268110"
